date,input,target,pred,set
1990-01-01,0.0,0.0,0.12618287,train
1990-01-02,0.006546769091797815,0.000529430358377359,0.21268268,train
1990-01-03,0.47252798774247645,0.0,0.6385359,train
1990-01-04,6.370600538162053e-06,0.0,0.2872032,train
1990-01-05,0.094033093019769,0.0,0.4352811,train
1990-01-06,0.7002289023254139,0.059420998922284085,1.0541817,train
1990-01-07,0.03023076895997166,0.013681541892157204,0.14513384,train
1990-01-08,0.0,0.011141888702195669,0.26866004,train
1990-01-09,0.49522513740925506,1.4309965873448593,0.7993906,train
1990-01-10,0.8473980581383104,0.00974667516310263,1.0051851,train
1990-01-11,1.5202017692465803,0.0,1.3369104,train
1990-01-12,0.6099577748948524,0.25159279659052664,0.0,train
1990-01-13,0.05864162781577768,0.033943506773945115,0.0,train
1990-01-14,2.1634326964704824,0.0007842354921937029,0.999489,train
1990-01-15,0.06669329602133633,0.0014943138327510562,0.0,train
1990-01-16,0.08471197445281162,1.1399093276285763,0.0,train
1990-01-17,0.07595969785241519,0.13701496373761468,0.0,train
1990-01-18,0.00011820809363899846,0.5834274654567415,0.017985865,train
1990-01-19,0.0,0.0614889182661191,0.15938452,train
1990-01-20,0.7208430123961305,0.04996373005751373,0.8058762,train
1990-01-21,0.4057492033840089,0.0,0.5694651,train
1990-01-22,0.002422063268666215,0.0,0.22157551,train
1990-01-23,5.3781954292021355e-08,0.0,0.34842303,train
1990-01-24,3.222750465398132,0.0,3.2392082,train
1990-01-25,0.6708559987540418,0.0,0.0,train
1990-01-26,0.01672373750459155,0.0,0.0,train
1990-01-27,0.0,0.0,0.0,train
1990-01-28,0.0,0.0,0.028069407,train
1990-01-29,0.0007694342501895861,0.0,0.13426697,train
1990-01-30,0.006627782802345037,0.0,0.2217027,train
1990-01-31,0.08331434552773564,0.0,0.3396817,train
1990-02-01,3.841568163715811e-06,0.07014271946794548,0.3213941,train
1990-02-02,0.0,0.29919886502872406,0.3647005,train
1990-02-03,0.34020651817266534,0.03922949608375505,0.7064974,train
1990-02-04,0.9499677722058812,5.378001764546429,1.2688915,train
1990-02-05,0.3985165128527245,6.9393555428243605,0.2590807,train
1990-02-06,0.5660228757819862,0.2701070701285159,0.4947351,train
1990-02-07,0.00021682450977372658,0.0,0.0,train
1990-02-08,0.0,0.028831111046643883,0.0046204478,train
1990-02-09,0.00013380886201718852,0.06837235278786456,0.09888683,train
1990-02-10,0.0,0.844455275267078,0.19447893,train
1990-02-11,4.74312778070424,1.2229878178379858,3.6025603,train
1990-02-12,8.022499143277182,1.1769904483255942,4.1239247,train
1990-02-13,3.9387177330700935,0.21590747735259613,0.42692366,train
1990-02-14,0.8972710157816837,0.03030459701726865,0.0,train
1990-02-15,0.018264164881318493,0.0,0.0,train
1990-02-16,3.486435203151071,0.019272558276845115,0.0,train
1990-02-17,0.4471160695620387,0.1817141202674392,0.0,train
1990-02-18,0.7168982725167644,0.9542991407906668,0.0,train
1990-02-19,0.44126973423379257,0.001158968781794349,0.0,train
1990-02-20,2.9318514905414736,0.0673786631545499,0.0,train
1990-02-21,1.7780921056712127,0.0,0.0,train
1990-02-22,3.5630328646261473,0.47784625326773655,0.0,train
1990-02-23,2.7122289441832894,0.7281656119491106,0.0,train
1990-02-24,0.0012185362978062665,0.02504086335241919,0.0,train
1990-02-25,0.0,0.015641122931292516,0.0,train
1990-02-26,2.336953966260452e-06,0.0,0.0,train
1990-02-27,0.17565727916878726,0.0,0.0,train
1990-02-28,0.04464088234176101,0.16461546827928192,0.0,train
1990-03-01,0.01699948462712171,1.1793827949836646,0.0,train
